tweet,spacy_cleaned_tweet,sentiment,target
Monsanto's Roundup not good for you http://t.co/4jiMTcv6vW #Monsanto,monsanto 's roundup good monsanto,negative,0
What's going on why are people slandering Frank ocean ? He may be liar but he is one of the greatest talents my nigga,go people slander frank ocean may liar one great talent nigga,negative,0
@Jang_VIP 1st/2nd gen Kpop is not their taste ! I'm being sarcastic and say my boys are OLD cause that's what other fandoms say about them,1st 2nd gen kpop taste sarcastic say boy old fandom say,negative,0
Rick Perry has stopped paying his campaign staff. Is this a sign he may drop out? #Stop #Sign http://t.co/ogAVz3cHQw http://t.co/6wcMs0clqL,rick perry stop pay campaign staff sign may drop stop sign,negative,0
@LToddWood @JohnKerry very soon Iran will be the 10th.  Who will be the first to start a nuclear war Iran or Russia?,soon iran 10th first start nuclear iran russia,negative,0
Real Madrid could've paid the fee on the 1st day of transfer window if they really wanted De Gea. They're to blame for the entire fiasco.,real madrid could pay fee 1st day transfer window really gea blame entire fiasco,negative,0
"You'd assume the Mets would love to have David Wright back by next weekend in Colorado, worst case scenario Monday in Philadelphia.",would assume would love david wright back next weekend colorado bad case scenario monday philadelphia,negative,0
@Microsoft Heard you are a software company. Why then is most of your software so bad that it has to be replaced by 3rd party apps?,hear software company software bad replace 3rd party app,negative,0
@molloy1916 25 March 1972: An IRA volunteer was killed when two IRA units engaged each other in error on the Springfield Road in Belfast.??,25 march 1972 ira volunteer kill two ira unit engage error springfield road belfast,negative,0
"I swear to god if this boy is pulling a Frank Ocean, all the boys will be crying. I have such trust issues now.  https://t.co/PCZWKRNCbG",swear god boy pull frank ocean boy cry trust issue,negative,0
Tom Brady may actually be a monster off the field. https://t.co/0VZBHbrFkm,tom brady may actually monster field,negative,0
Frank Gifford died this morning; he would have turned 85 next Sunday: http://t.co/YYbGTAlKMa,frank gifford morning would turn 85 next sunday,negative,0
"I never watch the Oscars, but with Seth MacFarlane hosting, I may have to actively campaign to get other people to not watch them either.",never watch oscar seth macfarlane host may actively campaign get people watch either,negative,0
@DanielCharles96 ah. You may survive it. York may have a word with you about it. He's a dick. A fucking 5's too short for his liking,ah may survive york may word dick fucking 5 short liking,negative,0
"@ukarlewitz Look at SPX daily in early June 2012. It bottomed the day after SPX 200d SMA was sliced. This time, 200d was sliced yesterday.",look spx daily early june 2012 bottom day spx 200d sma slice time 200d slice yesterday,negative,0
"I thought GAY @Ayourb &amp; other Erats are talking about 'competence'?  GMB is LYING, his boys are defending. @Osekita  https://t.co/lCTV6mbHuh",think gay erat talk competence gmb lie boy defend,negative,0
@PunkSunflower @LesleyMillercyp the IRA are not a religion they may be predominantly Catholic but it is not a religion not comparable,ira religion may predominantly catholic religion comparable,negative,0
"RT @elrufai the moment after the last election I have prepared my mind for 4 years of no leadership, may God help Nigeria",rt moment last election prepare mind 4 year leadership may god help nigeria,negative,0
Greentech Media When Donald Trump inevitably becomes president and turns the White House into a Mar-a-Lago... http://t.co/Q2TimvDJQP,greentech medium donald trump inevitably become president turn white house mar lago ...,negative,0
What kind of monster plays Papa Was A Rolling Stone on the 2nd of September?,kind monster play papa rolling stone 2nd september,negative,0
"Somewhere in Appleland, Steve Jobs just spit his morning coffee onto his computer screen. EAH!",somewhere appleland steve job spit morning coffee onto computer screen eah,negative,0
"6th circuit &amp; SCOTUS denied #KimDavis appeals &amp; upheld Bunnings order, what the heck makes her crappy lawyer think they'll do something now?",6th circuit scotus deny kimdavis appeal uphold bunning order heck make crappy lawyer think something,negative,0
Rudd rains on Abbott's parade: KEVIN Rudd may be trying to spoil Julia Gillard's party but yesterday he gate-cra... http://t.co/h8wJi814,rudd rain abbott 's parade kevin rudd may try spoil julia gillard 's party yesterday gate cra ...,negative,0
"@Daniel_Dayyy he promised to take me to Milan on Saturday but he didn't step up, hence why he's a fuckboy",promise take milan saturday step hence fuckboy,negative,0
"Well, our playwright Mel didn't make it to #dawnsearlylight today due to MTA's incompetence. So I guess we gotta eat his birthday treats...",well playwright mel make dawnsearlylight today due mta 's incompetence guess get eat birthday treat ...,negative,0
"Jeff Foxworthy on Muslims: 1. If you grow and refine heroin for a living, but you have a moral objection to liquor, You may be a Muslim.",jeff foxworthy muslim 1 grow refine heroin living moral objection liquor may muslim,negative,0
"@LarryOConnor @GretchenCarlson U sound like the hated ""smartset"" now? Is #KimDavis the 1st to ignore unlawful ruling from SCOTUS in history?",sound like smartset kimdavis 1st ignore unlawful ruling scotus history,negative,0
@WowbaggerSeven @Paul1Singh the IRA were founded by the united Ulster Men = you read The Sun cause you no FA about reality,ira found united ulster read sun fa reality,negative,0
ANDY MURRAY CRASHES OUT Andy Murray suffered a surprise early exit from the BNP Paribas Open in Indian Wells.  http://t.co/V7c1Dmjt,andy murray crash andy murray suffer surprise early exit bnp paribas open indian well,negative,0
"Unfollowing anyone tweeting about Sharknado, may god have mercy on yr soul",unfollow anyone tweet sharknado may god mercy yr soul,negative,0
"@woodhousecurtis @Leetomlin10 don't troll people Curtis, tables may turn and lee will hunt you down and take you on telly.... ;)",troll people curtis table may turn lee hunt take telly ... ;),negative,0
"Seeing this dude 4 the 1st time, this Seth Rollins is a self assured SOB #WWERAW",see dude 4 1st time seth rollins self assure sob wweraw,negative,0
Nobody wants to hear about that jerk anymore. Or Ryan Braun. Or any other cheating roid rage  jerk https://t.co/uqpwIjPTrL,nobody hear jerk anymore ryan braun cheat roid rage jerk,negative,0
@DPJHodges But the point is that Corbyn's sympathy for IRA is not relevant in deciding whether to vote same way as him tomorrow,point corbyn 's sympathy ira relevant decide whether vote way tomorrow,negative,0
Bullshit! That would then mean you'd piss off Messi. Then have to pay him more too.  https://t.co/MeABTj2Bvx,bullshit would mean would piss messi pay,negative,0
@adamploski @sprint my texts arent working again...for the 2nd day in a row... c'mon #Sprint ! U got me feeling like a T-Mobile customer :-\,text work ... 2nd day row ... c'mon sprint get feel like mobile customer -\,negative,0
"So, in Jan 2010 Darryl Issa called investigating Wikileaks a priority and today he dumped raw intelligence data on internet? Irony, anyone?",jan 2010 darryl issa call investigate wikileak priority today dump raw intelligence datum internet irony anyone,negative,0
The Heat played with the Celtics and LeBron didn't play none the 4th Id rather lose to the Celtics than Mavs w/o Dirk and Trailblazzers,heat play celtic lebron play none 4th would rather lose celtic mav w dirk trailblazzer,negative,0
"RT: @TechyUpd8s T-Mobile going after ~3k ""Network Abusers"" on Monday...some of them are using as m... http://t.co/U59pzV6wPe #techyupd8s",rt mobile go 3k network abuser monday ... use ... techyupd8s,negative,0
Apparently the #STLCards had &amp; missed their chance in the 1st and Bumgarner's back in Koufax mode now. Wish he'd go Kershaw mode. #NLCS #fb,apparently stlcard miss chance 1st bumgarner 's back koufax mode wish would go kershaw mode nlcs fb,negative,0
"Rt @gordonmutugi: IEBC may hold the most modern &amp; credible elections, but that wont stop Kenya from Burning again IF the intolerance we  ...",rt iebc may hold modern credible election stop kenya burn intolerance ...,negative,0
Andy Lee punts it down to the 14 after Crabtree couldn't come up with grab on 3rd down.,andy lee punt 14 crabtree could grab 3rd,negative,0
Does PSPlus automatically push save game data to the cloud? I think my PS4 may have died?? Hoping I didn't lose my MGSVTPO save data..,psplus automatically push save game datum cloud think ps4 may hop lose mgsvtpo save datum ..,negative,0
Tony Blair bemoans 'tragedy'.... *spoiler alert* it's not the tragedy of millions of Middle East deaths  https://t.co/Z97pQdmBrh,tony blair bemoan tragedy ... spoiler alert tragedy million middle east death,negative,0
"Khader Adnan may be released, but the struggle continues. 1,600 Palestinians are on an open ended strike as of today to mark prisoner day.","khader adnan may release struggle continue 1,600 palestinian open strike today mark prisoner day",negative,0
"@le_Sabre Well said. However moron that Rahul Gandhi may be, he deserves that level of security  @AdityaRajKaul",well say however moron rahul gandhi may deserve level security,negative,0
@markberry I have a dislike of several labour MP's over their attitude to the IRA &amp; so it may be the reason it first came to me.,dislike several labour mp attitude ira may reason first,negative,0
You are out of luck if you want to go to the BNP Paribas Open on Saturday as tickets are not available. Same for Sunday day session #bnppo12,luck go bnp paribas open saturday ticket available sunday day session bnppo12,negative,0
@YorksAnt u miss the point the IRA were stopped by the Irish but u make excuses 4 muslim death cults &amp; the IRA were not 3rd generation,miss point ira stop irish make excuse 4 muslim death cult ira 3rd generation,negative,0
"Not happy that I'm working through the advance screening tomorrow, so still have to wait OVER TWO WEEKS to see Paper Towns #wallofcow",happy work advance screening tomorrow still wait two week see paper town wallofcow,negative,0
Wish I was going to the rodeo tomorrow night with everyone :( stupid surgery,wish go rodeo tomorrow night everyone :( stupid surgery,negative,0
Lakh of cases R pending in supreme court even than Yakub's case being heard 6/7th time today as if there no work in court.public want answer,lakh case r pend supreme court even yakub 's case hear 6/7 th time today work court.public answer,negative,0
Nike didn't have what I needed so now I need to order it online AND I NEED IT TOMORROW IHML,nike need need order online need tomorrow ihml,negative,0
Not sure I'll get to the Manchester's Pride parade tomorrow :(,sure get manchester 's pride parade tomorrow :(,negative,0
"Ordered 3 Amazon Prime items yesterday. One will arrive Saturday (2 days!), another Sunday (3 days?), the third on Tuesday (5 days???).",order 3 amazon prime item yesterday one arrive saturday 2 day another sunday 3 day third tuesday 5 day,negative,0
Niall faced serious bullying problems as a kid. He got suspended in the 3rd grade for swinging when somebody called him ugly,niall serious bullying problem kid get suspend 3rd grade swinging somebody call ugly,negative,0
@JeremyCorbyn4PM is that the same Tony Blair who invaded Iraq on the basis of a lie? The man you wouldn't buy a 2nd hand car from?,tony blair invade iraq basis lie would buy 2nd hand car,negative,0
Nebraska doesn't land Gesell...a Top 100 guy in your state and you don't get him.  C'mon #Nebrasketball,nebraska land gesell ... top 100 guy state get c'mon nebrasketball,negative,0
So tired of Chelsea and their mind games with Costa injuries. Watch him start and play 90 minutes tomorrow.,tired chelsea mind game costa injury watch start play 90 minute tomorrow,negative,0
"i spelled dongwoo's name as songwoo.. omg, who the hell is songwoo? the 8th infinite member???",spell dongwoo 's name songwoo .. omg hell songwoo 8th infinite member,negative,0
So disappointed in wwe summerslam! I want to see john cena wins his 16th title,disappointed wwe summerslam see john cena win 16th title,negative,0
I'm gonna watch Sharknado 3 cause I have no tv shows to watch on a Wednesday not cause I enjoy it.,go watch sharknado 3 tv show watch wednesday enjoy,negative,0
Jealous of everyone going to Jason Aldean tomorrow night,jealous everyone go jason aldean tomorrow night,negative,0
Rahul Gandhi talking about politics and policies is like studying for CAT from a 2nd grade teacher. @RoflGandhi_  #FakeIntolerance,rahul gandhi talk politic policy like study 2nd grade teacher fakeintolerance,negative,0
"MT @LccSy #Syria, Deir Ezzor | Marba'eh: Aerial shelling dropped explosive barrels on residential buildings in the town. Tue, 23 October.",mt syria deir ezzor marba'eh aerial shelling drop explosive barrel residential building town 23 october,negative,0
"Unlucky! Now, what's the word I'm looking for to describe Chris Maguire after this confession? http://t.co/cxWK73SqFa",unlucky word look describe chris maguire confession,negative,0
"I was SO disappointed with Magic Mike XXL!!! If it would have came out first, I dont think I would have watched the 2nd one.",disappointed magic mike xxl would first think would watch 2nd one,negative,0
Here is the nip slip that happened yesterday on Good Morning America....and Nicki Minaj is not happy but ABC has... http://fb.me/EVXID9e9,nip slip happen yesterday good morning america ... nicki minaj happy abc ...,negative,0
@JHuttenberger @klodowsk @HamsterEmoji im terrified of needles and HIV and sex can give HIV and condoms may protect from it,terrified needle hiv sex give hiv condom may protect,negative,0
@bethorne my cousin says everything he needs to know about Islam he learned on September 11th,cousin say everything need know islam learn september 11th,negative,0
"The only dirty bombs on Sunday will be the ones launched by Mark ""Dirty"" Sanchez and the Jets as they pummel Romo's Homos #terror #nyj #wtc",dirty bomb sunday one launch mark dirty sanchez jet pummel romo 's homo terror nyj wtc,negative,0
@XochilihcoX C'mon Leo where's Endymion....... Or Amsterdam I know he likes Amsterdam. those songs are shit compared to the ones i put,c'mon leo endymion ... amsterdam know like amsterdam song shit compare one put,negative,0
"desperately want to go to jason aldean in september with my niggas but the majority of my friends hate country :,( sad tweet",desperately go jason aldean september nigga majority friend hate country sad tweet,negative,0
@Broflamingo let me rephrase the 3rd reason Fandom stuff.  if Naruto is the only anime you've seen then nope.,let rephrase 3rd reason fandom stuff naruto anime see nope,negative,0
The 2nd game United lost was away to Chelsea. Martin Atkinson was the ref then and some of his decisions incurred the wrath of SAF.,2nd game unite lose away chelsea martin atkinson ref decision incur wrath saf,negative,0
I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.,think may person around excited beyonce half time performer superbowl,negative,0
@wado_mac Tate loses to Rousey for a 3rd time. what does she do? Keep beating contenders and earn a 4th shot nobody wants to watch,tate lose rousey 3rd time keep beat contender earn 4th shot nobody watch,negative,0
S.O.S I left my Naruto game at home and at my grandpas till Monday I won't make it help,leave naruto game home grandpa monday make help,negative,0
@bryan_mays @chaddukes The CEO of IBM may think someone is an idiot but he can't say it.,ceo ibm may think someone idiot say,negative,0
"Greg Abbott/AG Ken Paxton cost taxpayers $741,000 in legal fees in gay marriage case. Can you say frivolous lawsuit? http://t.co/A9wGVNMI64","greg abbott ag ken paxton cost taxpayer 741,000 legal fee gay marriage case say frivolous lawsuit",negative,0
"Galaxy S II can be wiped by just clicking a link, other TouchWiz devices may also be vulnerable",galaxy wipe click link touchwiz device may vulnerable,negative,0
Did anyone see Hillary's Server Boy actually plead the 5th or did his Lawyers only do this in the media? @TGowdySC @greta @zerohedge,anyone see hillary 's server boy actually plead 5th lawyer medium,negative,0
@leonteen08 @Swipesalot  Are people suffering because of Obama's failed foreign policy think he is wonderful? http://t.co/LwX19IGSmc,people suffer obama 's fail foreign policy think wonderful,negative,0
"Well hell. I'm drivin, by myself, in NEBRASKA tomorrow. Why do I get the feeling that this will not end well....",well hell drivin nebraska tomorrow get feeling well ...,negative,0
"Mat Matters: The Hulk Hogan problem: When news broke on Friday about the racist comments by Hulk Hogan, record... http://t.co/wPCZRxrpK2",mat matter hulk hogan problem news break friday racist comment hulk hogan record ...,negative,0
omg the music video comes out tomorrow! Btw I still can't get over Harry's voice :') http://t.co/o4mv73DI,omg music video tomorrow btw still get harry 's voice :'),negative,0
Erdogan is taking #Turkey to war to win an election. This may be the biggest miscalculation of his political career http://t.co/1ks3A1VwGd,erdogan take turkey win election may big miscalculation political career,negative,0
"@SullyCNBC didn't iPOOP just came out with 3rd gen IJUNK not to long ago? why the 4TH??? CUZ they CAN NOT compete with SAMSUNG, ASUS,NEXES.,",ipoop 3rd gen ijunk long ago 4th cuz compete samsung asus nex,negative,0
Only thing worse than sylvia finishing 2nd in wsop is dealing with selbst's wrath for making that allin call.,thing bad sylvia finish 2nd wsop deal 's wrath make allin call,negative,0
Harper's NEW AD I am WHO i am not perfect but depend on me for economy  Harper slip sliding down the polls-3rd We KNOW WHO YOU ARE scares US,harper 's new perfect depend economy harper slip slide poll 3rd know scar,negative,0
@verumserum Vandals in Oakland same as the night before in SF with Afghans grown in. http://t.co/hTOswj4n,vandal oakland night sf afghan grow,negative,0
"Up until we invaded Iraq, a million+ Christians lived in the Middle East. Now, we have allowed them to be wiped out. http://t.co/dxOvHjdXGM",invade iraq million christian live middle east allow wipe,negative,0
Monday Night Raw is not playing tonight! Kevin Owens v Randy Orton? What!,monday night raw play tonight kevin owens randy orton,negative,0
Tina Fey may look like Sarah Palin but she sure as hell has a lot more going on in the brain region #Bossypants http://t.co/tPIb50u0UQ,tina fey may look like sarah palin sure hell lot go brain region bossypant,negative,0
We owe it a duty to crush Boko Haram not grant them mercy. At least if not for ourselves but for future terrorists who may rear their heads,owe duty crush boko haram grant mercy least future terrorist may rear head,negative,0
@StephenGutowski Iran may regret it. But only if it happens under a GOP President after Obama and Kerry are gone.,iran may regret happen gop president obama kerry go,negative,0
I may well need Therapy for what that Guy just did to one of my all time favourite David Bowie Songs... WTF was THAT!!!  #XFactorLiveShows,may well need therapy guy one time favourite david bowie song ... wtf xfactorliveshow,negative,0
"Talking about ACT's &amp;&amp; SAT's, deciding where I want to go to college, applying to colleges and everything about college stresses me out.",talk act 's 's decide go college apply college everything college stress,negative,0
"February 8th: Cleveland 147, Los Angeles Lakers 79. Kobe Bryant looked angry a LOT in this game and Byron Scott started weeping in the third",february 8th cleveland 147 angeles laker 79 kobe bryant look angry lot game byron scott start weep third,negative,0
Keep in mind Tsipras' 1st state visit after elections was Pope Francis in the Vatican. @ma000111 Tsipras an atheist representing Orthodoxy.,keep mind tsipra 1st state visit election pope francis vatican tsipra atheist represent orthodoxy,negative,0
Growth rate of Muslims declined for the 2nd consecutive decade. Will the fear mongering stop? http://t.co/uNRid5YdFF,growth rate muslim decline 2nd consecutive decade fear mongering stop,negative,0
"@KevinInABQ Also, Hillary may begin to give the perception that perhaps she may tend to allow herself to be portrayed as less than accurate.",hillary may begin give perception perhaps may tend allow portray less accurate,negative,0
@fakingnews: All Congress party members have stopped taking bath as it may mean they are support Modi's #SwachhhtaAbhiyaan,congress party member stop take bath may mean support modi 's swachhhtaabhiyaan,negative,0
"New rule: if you don't like Christians, you have to work Christmas and Easter.  https://t.co/QY4FGqxY8p",new rule like christian work christma easter,negative,0
@Hellblazer @kimmieleanne  said you made Keith Richards look baby faced.  *May not have actually said this.,say make keith richard look baby may actually say,negative,0
I just spent 5 min scrolling through Donald Trump's tweets. It is as though I have spent part of Sunday visitng a parallel universe.,spend 5 scroll donald trump 's tweet though spend part sunday visitng parallel universe,negative,0
Iqaluit just wouldn't be Iqaluit without the drunks screaming at each other on a Saturday morning ... depressing buggers.,iqaluit would iqaluit without drunk scream saturday morning ... depress bugger,negative,0
"Amazon Prime Day disaster: 16 people who may never get over it: Amazon Prime Day, despi... http://t.co/rhQjPgJcaG http://t.co/uag8Lw1DTu",amazon prime day disaster 16 people may never get amazon prime day despi ...,negative,0
I gotta pee like a Russian race horse at the Kentucky Derby on Saturday with a truck behind it,get pee like russian race horse kentucky derby saturday truck behind,negative,0
This may be the weirdest thing I've ever #Seen .  Fireworks by Katy Perry (Yoko Ono cover) http://t.co/tmrOb31n6x,may weird thing ever see firework katy perry yoko ono cover,negative,0
I'm stuck in London again... :( I don't wanna spend the night in McDonald's!,stick london ... :( wanna spend night mcdonald 's,negative,0
AUG 9TH St Practice Day. We haven't reached St Patrick's Day yet the snakes are still in Ireland - come in and get bitten! $4 Snake Bites,aug 9th st practice day reach st patrick 's day yet snake still ireland get bite 4 snake bite,negative,0
I think we may have just found out the reason he plays Carrick at centre half when we have no one else #lackofexperienceshows,think may find reason play carrick centre half one else lackofexperienceshow,negative,0
@GrimmlinUS this was on PS4 so it may be different on xbone. I can't even play lol http://t.co/VyhDqxwGo8,ps4 may different xbone even play lol,negative,0
Did he just spoil the iPad Pro?  https://t.co/4wQWl5RhA5,spoil ipad pro,negative,0
League? RT @JovinhoMorales: I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...,league rt find barcelona real madrid play sunday ... need sleep pill ...,negative,0
IS leader threatens to attack Israel 7 months after he threatened Saudi Arabia. Israel must be hurt to come 2nd only https://t.co/V6wQiA2HwM,leader threaten attack israel 7 month threaten saudi arabia israel must hurt 2nd,negative,0
Bautista: We've got David Price going tomorrow. I don't think they feel good right now going home. (2 of 2),bautista get david price go tomorrow think feel good right go home 2 2,negative,0
"Manor Hospital, which may ultimately lead to disaster If you make an 'Up the Duff' joke? Ibuprofen should take George Osborne's cue &amp;amp;",manor hospital may ultimately lead disaster make duff joke ibuprofen take george osborne 's cue amp,negative,0
"Murray with a splendid array of swear words at the end of the 2nd set. Sitting there with the commentator having to say, ""sorry.  sorry.""",murray splendid array swear word 2nd set commentator say sorry sorry,negative,0
"This is ball shit because I broken my ankle on Sunday at football the army won't let me in for 1year thanks Callum ""Twat""",ball shit break ankle sunday football army let 1year thank callum twat,negative,0
@Reuters Biafrans died on Wednesday bomb blast at Gombe in  Zoo ( Nigeria).We want to be free from this killing everyday by the BOKO HARAM.,biafran wednesday bomb blast gombe zoo nigeria free kill everyday boko haram,negative,0
@AmeliaMangan Plus I may have hurt the feelings of Jurassic World's director! https://t.co/q8r70uUk8n,plus may hurt feeling jurassic world 's director,negative,0
"I don't want fucking Kane &amp; Lynch 2, Microsoft. Hurry up with Dark Souls and Vanquish, will ya? https://t.co/8T76mKcaU3",fucking kane lynch 2 microsoft hurry dark soul vanquish,negative,0
h. i'm going to make a twitter to use on my ipod at school/work tomorrow bc this fucks up my notifs,h go make twitter use ipod school work tomorrow bc fuck notifs,negative,0
"@UFCTonight Replace Rousey v. Tate III and add Rousey v. Chris Justino, all due respect, I don't want to see Tate get beat for a 3rd time.",replace rousey tate iii add rousey chris justino due respect see tate get beat 3rd time,negative,0
I am real mad that the replay of Saturday's Made In America Festival does not include Beyonce. Unhappy @TIDALHiFi subscriber!!!,real mad replay saturday 's make america festival include beyonce unhappy subscriber,negative,0
Hohohohohohohoho  This may be the beginning of our end! Iran too is standing at the corner o https://t.co/udlaMz3aGB,hohohohohohohoho may beginning iran stand corner,negative,0
"@ooteeny @stuwaldy will NEVER but the sun Jo, never!  EVEN - for a guaranteed date with Dave Grohl!!! Even then!!!",never sun never even guarantee date dave grohl even,negative,0
"When they said Stoops has been ""chagrined by 3rd down problems"" it sounded like they meant OU having problems.",say stoop chagrin 3rd problem sound like mean problem,negative,0
@OfficialPWI BY HAVING Seth Rollins as number 1? All credibility is lost. May be the worst WWE champion in history! WWE owns yall?,seth rollins number 1 credibility lose may bad wwe champion history wwe,negative,0
I want to go to the SMB tomorrow but worried i will oversleep :/ been sleeping through my alarm,go smb tomorrow worry oversleep :/ sleep alarm,negative,0
Milan's is shit men.....even with dough.....totally lost d plot... https://t.co/lPVCg9iNcZ,milan 's shit ... even dough ... totally lose plot ...,negative,0
I -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. #callmecrazy #justsayin #donthateme,may girl earth find channing tatum attractive callmecrazy justsayin donthateme,negative,0
ESPN has their nose squarely up the Nation of Islam's ass. http://t.co/lq1eJhUCQK #espnsucks #espnblockedatourhouse Veteran's kudos to Curt.,espn nose squarely nation islam 's ass espnsuck espnblockedatourhouse veteran 's kudo curt,negative,0
"Lost my voice to a cold, but still cracked up knowing we wiped the floor with Kazakhstan and Saudi Arabia https://t.co/uWFAWbK1Sr",lose voice cold still crack know wipe floor kazakhstan saudi arabia,negative,0
"Elections seem the most probable scenario, as Tsipras made a strategic mistake... https://t.co/9wGXuyTyu2 #Greece",election seem probable scenario tsipra make strategic mistake ... greece,negative,0
Did u hear about NY man convicted Friday of plot to kill Muslims? Media ignores threats vs Muslims My @thedailybeast http://t.co/z6nAxTAg9t?,hear ny convict friday plot kill muslim medium ignore threat vs muslim,negative,0
Some people might say there's something slightly bleak about a rearranged Tuesday night Foo Fighters concert in a cold rugby stadium.,people may say something slightly bleak rearrange tuesday night foo fighter concert cold rugby stadium,negative,0
"@TarekFatah Mulcair, Trudeau and May are all weaklings just like Harper. Mulcair must dubious and dangerous of bunch. Apologist for Isis.",mulcair trudeau may weakling like harper mulcair must dubious dangerous bunch apologist isis,negative,0
Wow.  Elizabeth Pena and Jan Hooks in the same week.  So sad.  And both so young...makes you think.,wow elizabeth pena jan hook week sad young ... make think,negative,0
"Olive Garden's Dinner Today &amp; Dinner Tomorrow special, for the person who thinks ""Hey, that was terrible! Wonder what it's like microwaved?""",olive garden 's dinner today dinner tomorrow special person think hey terrible wonder like microwave,negative,0
"Obama is a ditherer. (Or you can call him a deep thinker. Both correct.) But for the love of Ebola, DO SOMETHING. http://t.co/QGjbLVc2tg",obama ditherer call deep thinker correct love ebola something,negative,0
Download Fast Ipad Hd Video Player Guide: Do you have to shy away from looking to be whipped? You may not see at... http://t.co/ic3qKJ21,download fast ipad hd video player guide shy away look whip may see ...,negative,0
"@moanajkidd The massacre on March 11 in Karm al-Zaitoun was similar: 25 children killed with knives, 20 women: https://t.co/hxc5Kexv",massacre march 11 karm zaitoun similar 25 child kill knife 20 woman,negative,0
"@AdamPlatt1999 one-sided support for Russia, which the Iran deal may've began addressing. 2. Not doing so to a certain extent would lead to",one sided support russia iran deal may've begin address 2 certain extent would lead,negative,0
@channels_sports Super Eagles performance was lacklustre &amp; disappointing. We may not qualify if the 'Guardiola of Africa' doesnt select well,super eagle performance lacklustre disappointing may qualify guardiola africa select well,negative,0
"@AnjaWintour i know, me too. This was the kakkest fake Monday ever. It could have been worse... It could have had a photo of Caitlyn Jenner",know kakk fake monday ever could bad ... could photo caitlyn jenner,negative,0
"Thank you @RocksteadyGames ! Instead of beating up bad guys, Batman is beating up my PS4. This is the 3rd time your game crashed my PS4.",thank instead beat bad guy batman beat ps4 3rd time game crash ps4,negative,0
Two guys in Floriduh tried to rob a T-Mobile store after it closed on Tuesday night . . . but it happened to be... http://t.co/Za79gbpRSE,two guy floriduh try rob mobile store close tuesday night happen ...,negative,0
Shaker can't just post pone Halloween .. tf wensday I'm getting my candy not on Sunday,shaker post pone halloween .. tf wensday get candy sunday,negative,0
"People will realize the lies that come out of Tory mouths their not green and not for ""HARD WORKING FAMILIES"" . https://t.co/jV0OuJUYn4",people realize lie tory mouth green hard work family,negative,0
"Wow! Just heard Awful News Emanuel Steward died, rest in peace to one of the truly great trainers of all time. You'll be missed Sat Nights",wow hear awful news emanuel steward rest peace one truly great trainer time miss night,negative,0
"After Arsenal sell Song to Barcelona we may as well sell Vermalen,give Szczesny away on a free and make sure our complete spine has gone.",arsenal sell song barcelona may well sell vermalen give szczesny away free make sure complete spine go,negative,0
C'mon 5 o'clock. I don't know if my PS4 is even downloading it or if it messed up. Gah. The suspense.,c'mon 5 o'clock know ps4 even download mess gah suspense,negative,0
Why can't Kendrick rap on every song like he did Black Friday. Old Kendrick is better.,kendrick rap every song like black friday old kendrick good,negative,0
"Obama controlling where you get to live or move into, making choices for you under any Government Loans You may use http://t.co/5Z67ozscdF",obama controlling get live move make choice government loan may use,negative,0
If you did not vote UKIP in May then you are a major part of the illegal immigrant problem and no part at all of the solution.....,vote ukip may major part illegal immigrant problem part solution ...,negative,0
Monsanto Owns the Government: the House Just Banned GMO Labeling | Truthstream Media http://t.co/J9nyyhwHqR,monsanto government house ban gmo labeling truthstream medium,negative,0
"Obama secures Iran victory as 34th senator endorses nuclear deal  - Another victory for the march of Islam, well done Hussein Obama",obama secure iran victory 34th senator endorse nuclear deal another victory march islam well hussein obama,negative,0
"ISIS is on the march, being bombed by everyone it seems, to no avail. Saudi Arabia keeps bombing Yemen as... https://t.co/McZysVGAS8
228966369205575680	negative	Looks for Tom Boonen but knows he'll be face down in a mountain of sherbet. Race day tomorrow. Prep of pros
240947922353664002	negative	Asif got to enrole at college tomorrow at like 9:( takin the piss
625606232343228416	negative	If you go down to history books of islam you will see that nothing like Boko Haram fake jihad ever take place https://t.co/s5bmEcQ1cl
639829567469920256	negative	@LakeshowDre Gay couples ruin the sanctity of marriage,"" said the woman on her 4th marriage. You're a government employee, do your job.",isis march bomb everyone seem avail saudi arabia keep bomb yeman ... 2289663692 05575680 negative look tom boonen know mountain sherbet race day tomorrow prep pro 2409479223 5366400 2 negative asif get enrole college tomorrow like 9 :( takin piss 6256062323 4322841 6 negative go history book islam see nothing like boko haram fake jihad ever take place 6398295674 6992025 6 negative gay couple ruin sanctity marriage say woman 4th marriage government employee job,negative,0
Is it me ... Or is the Amazon Prime Day ... Sucks . I have yet to find a great Better than Black Friday Deal! Damn I was excited too!,... amazon prime day ... suck yet find great good black friday deal damn excited,negative,0
You may say I lost everything but I still had my bedazzler is the Lady Gaga quote I relate to the most. Bc I have nothing but a bedazzler.,may say lose everything still bedazzler lady gaga quote relate bc nothing bedazzler,negative,0
Amy Schumer at the #GQmenoftheyear2015 party in a dress we pretty much hate: https://t.co/j5HmmyM99j #GQMOTY2015 https://t.co/V8xzmPmPYX,amy schumer gqmenoftheyear2015 party dress pretty much hate gqmoty2015,negative,0
